002,9703098,0,2004/03/10,08:30
002,9303019,0,2004/03/10,08:54
002,9303019,0,2004/03/10,08:54
002,9303019,0,2004/03/10,08:54
002,0203075,0,2004/03/10,09:28
002,0203075,0,2004/03/10,09:28
002,0203069,0,2004/03/10,09:38
002,0203076,0,2004/03/10,09:40
002,0203076,0,2004/03/10,09:40
002,9503001,0,2004/03/10,09:44
002,9503001,0,2004/03/10,09:44
002,0202077,0,2004/03/10,09:47
002,0202077,0,2004/03/10,09:47
002,9902063,0,2004/03/10,09:58
002,9902063,0,2004/03/10,09:58
002,0302003,0,2004/03/10,12:10
002,9903072,0,2004/03/10,12:39
002,9903031,0,2004/03/10,12:43
002,9503025,0,2004/03/10,12:51
002,9503025,0,2004/03/10,12:51
002,0102059,0,2004/03/10,14:18
002,0102059,0,2004/03/10,14:18
002,0102059,0,2004/03/10,14:18
002,0102059,0,2004/03/10,14:19
002,0102059,0,2004/03/10,14:19
002,0102059,0,2004/03/10,14:19
002,0102059,0,2004/03/10,14:19
002,9903083,0,2004/03/10,14:21
002,0302075,0,2004/03/10,14:26
002,0302075,0,2004/03/10,14:26
002,9303021,0,2004/03/10,14:27
002,0003020,0,2004/03/10,14:27
002,0302073,0,2004/03/10,14:28
002,9802028,0,2004/03/10,14:29
002,0103040,0,2004/03/10,14:29
002,9903063,0,2004/03/10,14:29
002,0303010,0,2004/03/10,14:30
002,0302023,0,2004/03/10,14:31
002,0103046,0,2004/03/10,14:31
002,9703087,0,2004/03/10,14:31
002,9703087,0,2004/03/10,14:31
002,9507004,0,2004/03/10,14:32
002,0302033,0,2004/03/10,14:32
002,0102056,0,2004/03/10,14:32
002,9503055,0,2004/03/10,14:32
002,0102036,0,2004/03/10,14:35
002,9702022,0,2004/03/10,14:36
002,0203027,0,2004/03/10,14:36
002,0203027,0,2004/03/10,14:36
002,0103063,0,2004/03/10,14:36
002,0103063,0,2004/03/10,14:36
002,0103063,0,2004/03/10,14:36
002,0103063,0,2004/03/10,14:36
002,0302038,0,2004/03/10,14:36
002,0103033,0,2004/03/10,14:36
002,9402020,0,2004/03/10,14:37
002,9402020,0,2004/03/10,14:37
002,9902030,0,2004/03/10,14:37
002,9902030,0,2004/03/10,14:37
002,9902030,0,2004/03/10,14:37
002,9902030,0,2004/03/10,14:38
002,0202037,0,2004/03/10,14:38
002,0202078,0,2004/03/10,14:38
002,0302087,0,2004/03/10,14:38
002,0302087,0,2004/03/10,14:38
002,0302060,0,2004/03/10,14:38
002,9703024,0,2004/03/10,14:38
002,9703024,0,2004/03/10,14:38
002,0003050,0,2004/03/10,14:38
002,0003034,0,2004/03/10,14:38
002,9903014,0,2004/03/10,14:38
002,0103005,0,2004/03/10,14:39
002,0103005,0,2004/03/10,14:39
002,0203068,0,2004/03/10,14:39
002,0203068,0,2004/03/10,14:39
002,0103059,0,2004/03/10,14:39
002,9802020,0,2004/03/10,14:39
002,0302074,0,2004/03/10,14:39
002,0302032,0,2004/03/10,14:39
002,0409013,0,2004/03/10,14:39
002,0202063,0,2004/03/10,14:39
002,0103027,0,2004/03/10,14:39
002,0409025,0,2004/03/10,14:40
002,0409025,0,2004/03/10,14:40
002,0203033,0,2004/03/10,14:40
002,0302083,0,2004/03/10,14:40
002,9703136,0,2004/03/10,14:40
002,0202058,0,2004/03/10,14:40
002,0202028,0,2004/03/10,14:40
002,0202028,0,2004/03/10,14:40
002,0003039,0,2004/03/10,14:40
002,0409011,0,2004/03/10,14:40
002,0003012,0,2004/03/10,14:40
002,0409016,0,2004/03/10,14:41
002,0102008,0,2004/03/10,14:41
002,0202042,0,2004/03/10,14:41
002,9503059,0,2004/03/10,14:41
002,9503059,0,2004/03/10,14:41
002,0302045,0,2004/03/10,14:42
002,0102040,0,2004/03/10,14:42
002,0303016,0,2004/03/10,14:42
002,0302085,0,2004/03/10,14:42
002,0302085,0,2004/03/10,14:42
002,0409010,0,2004/03/10,14:42
002,0409010,0,2004/03/10,14:42
002,0102040,0,2004/03/10,14:42
002,0409004,0,2004/03/10,14:43
002,9703077,0,2004/03/10,14:43
002,9703077,0,2004/03/10,14:43
002,0002003,0,2004/03/10,14:43
002,0302026,0,2004/03/10,14:43
002,9703036,0,2004/03/10,14:43
002,0202051,0,2004/03/10,14:43
002,0102022,0,2004/03/10,14:43
002,0102022,0,2004/03/10,14:43
002,0409014,0,2004/03/10,14:43
002,0002011,0,2004/03/10,14:43
002,0002011,0,2004/03/10,14:43
002,9302004,0,2004/03/10,14:44
002,0202017,0,2004/03/10,14:44
002,0302015,0,2004/03/10,14:44
002,0302015,0,2004/03/10,14:44
002,0202070,0,2004/03/10,14:44
002,0202070,0,2004/03/10,14:44
002,9307006,0,2004/03/10,14:45
002,0102006,0,2004/03/10,14:45
002,0203084,0,2004/03/10,14:45
002,0203084,0,2004/03/10,14:45
002,0203084,0,2004/03/10,14:45
002,9402016,0,2004/03/10,14:45
002,0102002,0,2004/03/10,14:45
002,9402013,0,2004/03/10,14:45
002,0409012,0,2004/03/10,14:45
002,9902067,0,2004/03/10,14:45
002,0102047,0,2004/03/10,14:46
002,0003028,0,2004/03/10,14:46
002,0302024,0,2004/03/10,14:46
